"","Protein","RUN","LogIntensities","NumFeature","NumPeaks"
"99","NP_001010968","15",14.9940016915557,15,15
"100","NP_001010968","16",11.7892118120702,15,15
"101","NP_001010968","17",12.4484175954903,15,15
"102","NP_001010968","18",13.7445893578086,15,15
"103","NP_001010968","19",12.6651139771712,15,15
"104","NP_001010968","20",12.7756316455147,15,15
"105","NP_001010968","21",13.5911810413706,15,15
"106","NP_001010968","22",12.6675889506237,15,15
"107","NP_001010968","23",12.6869206163905,15,15
"108","NP_001010968","24",14.1218232715647,15,15
"109","NP_001010968","25",11.7832603009015,15,15
"110","NP_001010968","26",12.4596207655577,15,15
"111","NP_001010968","27",12.8911342277403,15,15
"112","NP_001010968","28",13.7516683172078,15,15
"113","NP_001010968","29",14.454288817629,15,15
"114","NP_001010968","30",15.4966479735994,15,15
"115","NP_001010968","31",13.6433468696979,15,15
"116","NP_001010968","32",12.2622615332074,15,10
"117","NP_001010968","33",15.254555893142,15,15
"118","NP_001010968","34",14.0207615016598,15,15
"119","NP_001010968","35",12.5085490482198,15,15
"120","NP_001010968","36",14.9645452808952,15,15
"121","NP_001010968","37",13.8498079687657,15,15
"122","NP_001010968","38",13.4834177127436,15,15
"123","NP_001010968","39",15.8633043196996,15,11
"124","NP_001010968","40",13.4646625875925,15,15
"125","NP_001010968","41",13.8581689677828,15,15
"126","NP_001010968","42",14.7375509920626,15,6
"127","NP_001011908","1",11.2636938188223,23,23
"128","NP_001011908","2",11.9716709550322,23,23
"129","NP_001011908","3",13.3923518991513,23,23
"130","NP_001011908","4",11.6312425474518,23,23
"131","NP_001011908","5",13.3151190768258,23,23
"132","NP_001011908","6",13.8966954164732,23,23
"133","NP_001011908","7",12.7471750275919,23,23
"134","NP_001011908","8",13.4495585630744,23,23
"135","NP_001011908","9",14.3398517389054,23,23
"136","NP_001011908","10",12.8636060528532,23,23
"137","NP_001011908","11",13.3694041494803,23,23
"138","NP_001011908","12",14.2137662213879,23,23
"139","NP_001011908","13",12.7978619418087,23,23
"140","NP_001011908","14",13.3403851379453,23,23
"141","NP_001011908","15",14.0669976311081,23,23
"142","NP_001011908","16",12.3299834123044,23,23
"143","NP_001011908","17",13.1645885514182,23,23
"144","NP_001011908","18",13.9760262312947,23,23
"145","NP_001011908","19",12.1404812711068,23,23
"146","NP_001011908","20",12.3715186490864,23,23
"147","NP_001011908","21",13.4016789100577,23,23
"148","NP_001011908","22",12.8452267198359,23,23
"149","NP_001011908","23",13.7637917316023,23,23
"150","NP_001011908","24",14.5379143002727,23,23
"151","NP_001011908","25",13.1367585222392,23,23
"152","NP_001011908","26",14.0003012506998,23,23
"153","NP_001011908","27",14.688921428139,23,23
"154","NP_001011908","28",13.8759123015373,23,23
"155","NP_001011908","29",15.0122309059594,23,23
"156","NP_001011908","30",15.3867880676188,23,23
"157","NP_001011908","31",13.7721185189723,23,23
"158","NP_001011908","32",14.4952402944391,23,23
"159","NP_001011908","33",15.6566438246938,23,23
"160","NP_001011908","34",14.220679239641,23,23
"161","NP_001011908","35",14.6242182794464,23,23
"162","NP_001011908","36",15.0039718261189,23,23
"163","NP_001011908","37",14.6846316562976,23,23
"164","NP_001011908","38",15.3311045453257,23,23
"165","NP_001011908","39",15.6101673319291,23,17
"166","NP_001011908","40",13.6541165840626,23,23
"167","NP_001011908","41",14.5432100051238,23,23
"168","NP_001011908","42",15.5254783659186,23,23
"169","NP_001012027","1",13.3975164339943,16,16
"170","NP_001012027","2",14.8991375284485,16,16
"171","NP_001012027","3",16.1017367605163,16,16
"172","NP_001012027","4",12.1368069088385,16,16
"173","NP_001012027","5",13.1846237555024,16,16
"174","NP_001012027","6",14.2922554777455,16,16
"175","NP_001012027","7",12.8550630549526,16,16
"176","NP_001012027","8",13.8037377764512,16,16
"177","NP_001012027","9",14.6682768373483,16,16
"178","NP_001012027","10",13.6427841904882,16,16
"179","NP_001012027","11",14.302082226276,16,16
"180","NP_001012027","12",15.0055308611598,16,16
"181","NP_001012027","13",13.3769697807027,16,16
"182","NP_001012027","14",13.9469575581134,16,16
"183","NP_001012027","15",15.1006959719725,16,16
"184","NP_001012027","16",12.5648285645473,16,16
"185","NP_001012027","17",13.5521535799008,16,16
"186","NP_001012027","18",14.469769653334,16,16
"187","NP_001012027","19",13.6860171359171,16,16
"188","NP_001012027","20",13.6073514741023,16,16
"189","NP_001012027","21",14.9332464962275,16,16
"190","NP_001012027","22",12.5086677037986,16,16
"191","NP_001012027","23",13.0422555802538,16,16
"192","NP_001012027","24",14.2543025923496,16,16
"193","NP_001012027","25",11.6112967524844,16,15
"194","NP_001012027","26",12.7572875641519,16,16
"195","NP_001012027","27",13.3374323464384,16,16
"196","NP_001012027","28",14.0140456211219,16,16
"197","NP_001012027","29",15.1622482096602,16,16
"198","NP_001012027","30",15.9246524961474,16,16
"199","NP_001012027","31",13.3305423290931,16,16
"200","NP_001012027","32",14.5265614695106,16,16
"201","NP_001012027","33",15.6108866886238,16,16
"202","NP_001012027","34",12.9637264164655,16,16
"203","NP_001012027","35",14.3803850627847,16,16
"204","NP_001012027","36",15.0887722068305,16,16
"205","NP_001012027","37",13.5751334255916,16,16
"206","NP_001012027","38",14.4340924519631,16,16
"207","NP_001012027","39",15.187181739688,16,16
"208","NP_001012027","40",13.6947349978885,16,16
"209","NP_001012027","41",14.7485056234503,16,16
"210","NP_001012027","42",15.5355842685267,16,16
"211","NP_001013967","1",14.4103989040758,12,12
"212","NP_001013967","2",15.5538723274728,12,12
"213","NP_001013967","3",16.8307282029807,12,12
"214","NP_001013967","4",13.9423300848751,12,12
"215","NP_001013967","5",15.1316509099973,12,12
"216","NP_001013967","6",15.9108904449619,12,12
"217","NP_001013967","7",14.8506152927525,12,12
"218","NP_001013967","8",15.3718181390216,12,12
"219","NP_001013967","9",16.4929541874878,12,12
"220","NP_001013967","10",15.6068014140124,12,12
"221","NP_001013967","11",16.1444100944741,12,12
"222","NP_001013967","12",16.9982449477066,12,12
"223","NP_001013967","13",14.3318095340938,12,12
"224","NP_001013967","14",14.7084449678935,12,12
"225","NP_001013967","15",15.9599710086428,12,12
"226","NP_001013967","16",14.6747458398708,12,12
"227","NP_001013967","17",15.2003770415311,12,12
"228","NP_001013967","18",16.3010438821898,12,12
"229","NP_001013967","19",14.5286682141293,12,12
"230","NP_001013967","20",14.4926654636311,12,12
"231","NP_001013967","21",15.6149079656124,12,12
"232","NP_001013967","22",14.7743478637203,12,12
"233","NP_001013967","23",15.5386523828346,12,12
"234","NP_001013967","24",16.7129935205318,12,12
"235","NP_001013967","25",13.8796876806413,12,12
"236","NP_001013967","26",14.8271776685529,12,12
"237","NP_001013967","27",15.9237345326515,12,12
"238","NP_001013967","28",15.9332751311555,12,12
"239","NP_001013967","29",16.9608064002588,12,12
"240","NP_001013967","30",17.7502879819461,12,12
"241","NP_001013967","31",15.7786661539548,12,12
"242","NP_001013967","32",16.4503336915209,12,12
"243","NP_001013967","33",17.5873327518088,12,12
"244","NP_001013967","34",16.2827017234008,12,12
"245","NP_001013967","35",16.7574749979556,12,12
"246","NP_001013967","36",17.4538678365924,12,12
"247","NP_001013967","37",16.0737672070112,12,12
"248","NP_001013967","38",16.5262747619597,12,12
"249","NP_001013967","39",17.813621315491,12,12
"250","NP_001013967","40",16.2854973963059,12,12
"251","NP_001013967","41",16.9524933812497,12,12
"252","NP_001013967","42",18.1149214890372,12,12
"253","NP_001033064","1",13.0872414818059,22,22
"254","NP_001033064","2",14.3722715826029,22,22
"255","NP_001033064","3",15.4824487554541,22,22
"256","NP_001033064","4",13.4856673029875,22,22
"257","NP_001033064","5",14.8483567618879,22,22
"258","NP_001033064","6",15.7630216626601,22,22
"259","NP_001033064","7",14.6144674244108,22,22
"260","NP_001033064","8",15.4443499363418,22,22
"261","NP_001033064","9",16.4484035031219,22,22
"262","NP_001033064","10",13.7134613357115,22,22
"263","NP_001033064","11",14.3627401003208,22,22
"264","NP_001033064","12",15.4077923069469,22,22
"265","NP_001033064","13",12.4262781710954,22,22
"266","NP_001033064","14",13.0371479179532,22,22
"267","NP_001033064","15",14.0068513160406,22,22
"268","NP_001033064","16",13.8482055399159,22,22
"269","NP_001033064","17",14.7590859148782,22,22
"270","NP_001033064","18",15.4620518696415,22,22
"271","NP_001033064","19",14.5843482641595,22,22
"272","NP_001033064","20",14.5181376685545,22,22
"273","NP_001033064","21",15.8505023347732,22,22
"274","NP_001033064","22",14.2577657208644,22,22
"275","NP_001033064","23",15.3513273655732,22,22
"276","NP_001033064","24",16.2886657916278,22,22
"277","NP_001033064","25",13.5609325792583,22,22
"278","NP_001033064","26",14.6129855905838,22,22
"279","NP_001033064","27",15.6140140917941,22,22
"280","NP_001033064","28",16.3087940489585,22,22
"281","NP_001033064","29",17.4554302815295,22,22
"282","NP_001033064","30",18.0320345833547,22,22
"283","NP_001033064","31",15.3581455596471,22,22
"284","NP_001033064","32",16.3798448022003,22,22
"285","NP_001033064","33",17.2936787350916,22,22
"286","NP_001033064","34",15.6454578771633,22,22
"287","NP_001033064","35",16.3469689494963,22,22
"288","NP_001033064","36",16.5383864084727,22,22
"289","NP_001033064","37",15.4994546714484,22,22
"290","NP_001033064","38",15.7845288677412,22,22
"291","NP_001033064","39",16.946798291544,22,22
"292","NP_001033064","40",15.8403330905267,22,22
"293","NP_001033064","41",16.5403433703075,22,22
"294","NP_001033064","42",17.8434353398307,22,22
"295","NP_001101333","1",11.2708031139326,5,5
"296","NP_001101333","2",11.0527132606898,5,5
"297","NP_001101333","3",13.359069013423,5,5
"298","NP_001101333","4",10.1335440866177,5,5
"299","NP_001101333","5",12.0444230664559,5,5
"300","NP_001101333","6",12.7171135149859,5,5
"301","NP_001101333","7",10.6757574187619,5,5
"302","NP_001101333","8",12.1600568981513,5,5
"303","NP_001101333","9",13.4894888465015,5,5
"304","NP_001101333","10",12.8801864845912,5,5
"305","NP_001101333","11",12.2973065318134,5,5
"306","NP_001101333","12",13.4233479672717,5,5
"307","NP_001101333","13",11.7617798025933,5,5
"308","NP_001101333","14",11.7948307474927,5,5
"309","NP_001101333","15",12.7592250180933,5,5
"310","NP_001101333","16",11.7605964476797,5,5
"311","NP_001101333","17",11.3090712368096,5,5
"312","NP_001101333","18",13.3521135787483,5,5
"313","NP_001101333","19",11.4972272783711,5,5
"314","NP_001101333","20",11.500992625661,5,5
"315","NP_001101333","21",12.9867525405482,5,5
"316","NP_001101333","22",11.9482874108969,5,5
"317","NP_001101333","23",12.8600343333611,5,5
"318","NP_001101333","24",13.5090666837982,5,5
"319","NP_001101333","25",10.5219062297478,5,5
"320","NP_001101333","26",11.7788845477131,5,5
"321","NP_001101333","27",12.9455513692133,5,5
"322","NP_001101333","28",13.0822082136528,5,5
"323","NP_001101333","29",14.2884629265941,5,5
"324","NP_001101333","30",15.1712777915681,5,5
"325","NP_001101333","31",12.6407742778817,5,5
"326","NP_001101333","32",13.6677925769191,5,5
"327","NP_001101333","33",14.5878550984074,5,5
"328","NP_001101333","34",12.8662024599531,5,5
"329","NP_001101333","35",12.8984224940418,5,5
"330","NP_001101333","36",14.2743020954787,5,5
"331","NP_001101333","37",12.8126826001815,5,5
"332","NP_001101333","38",13.3020643671069,5,5
"333","NP_001101333","39",14.4203826121646,5,5
"334","NP_001101333","40",12.9261922608288,5,5
"335","NP_001101333","41",13.3905949981747,5,5
"336","NP_001101333","42",14.7422789870767,5,5
"337","NP_001121161","1",11.5514593409539,18,18
"338","NP_001121161","2",12.9158737902671,18,18
"339","NP_001121161","3",13.6727339851436,18,18
"340","NP_001121161","4",12.1746451784129,18,18
"341","NP_001121161","5",13.2117957380164,18,18
"342","NP_001121161","6",13.8051344872458,18,18
"343","NP_001121161","7",12.8126544720559,18,18
"344","NP_001121161","8",13.3515852846221,18,18
"345","NP_001121161","9",14.0605403939076,18,18
"346","NP_001121161","10",12.9996248628791,18,18
"347","NP_001121161","11",13.6164931154284,18,18
"348","NP_001121161","12",14.2170141661879,18,18
"349","NP_001121161","13",12.709080691858,18,18
"350","NP_001121161","14",12.9661700151734,18,18
"351","NP_001121161","15",13.6742637330554,18,18
"352","NP_001121161","16",12.3880220388568,18,18
"353","NP_001121161","17",13.1390311588157,18,18
"354","NP_001121161","18",13.9074169155193,18,18
"355","NP_001121161","19",12.3918813098362,18,18
"356","NP_001121161","20",12.4168002344531,18,18
"357","NP_001121161","21",13.4309823610414,18,18
"358","NP_001121161","22",12.4507279615436,18,18
"359","NP_001121161","23",13.3307481103601,18,18
"360","NP_001121161","24",14.1676145362487,18,18
"361","NP_001121161","25",12.5850521929237,18,18
"362","NP_001121161","26",13.4507784910306,18,18
"363","NP_001121161","27",14.1603009385511,18,18
"364","NP_001121161","28",13.4313286852361,18,18
"365","NP_001121161","29",14.5996299357693,18,18
"366","NP_001121161","30",15.0381320262691,18,18
"367","NP_001121161","31",13.3973801774404,18,18
"368","NP_001121161","32",14.3245455421819,18,18
"369","NP_001121161","33",15.2584497827127,18,18
"370","NP_001121161","34",14.0548728576039,18,18
"371","NP_001121161","35",14.3776836253842,18,18
"372","NP_001121161","36",14.6991927327121,18,18
"373","NP_001121161","37",14.0284150313864,18,18
"374","NP_001121161","38",14.6289027652189,18,18
"375","NP_001121161","39",15.8043716253489,18,18
"376","NP_001121161","40",13.6228175875742,18,18
"377","NP_001121161","41",14.3093814898195,18,18
"378","NP_001121161","42",14.8444328148251,18,18
"379","NP_036620","1",15.334411119054,18,18
"380","NP_036620","2",16.7006910983005,18,18
"381","NP_036620","3",17.828555629532,18,18
"382","NP_036620","4",13.3411761709907,18,18
"383","NP_036620","5",14.4875901715336,18,18
"384","NP_036620","6",15.2740900892195,18,18
"385","NP_036620","7",13.9898303769343,18,18
"386","NP_036620","8",14.8260494803516,18,18
"387","NP_036620","9",15.5649195492274,18,18
"388","NP_036620","10",15.1099338865358,18,18
"389","NP_036620","11",15.8628046620581,18,18
"390","NP_036620","12",16.6441805249851,18,18
"391","NP_036620","13",15.82176952496,18,18
"392","NP_036620","14",16.3214317164396,18,18
"393","NP_036620","15",17.4520603382759,18,18
"394","NP_036620","16",13.9110867555736,18,18
"395","NP_036620","17",14.9572309239243,18,18
"396","NP_036620","18",15.6116281728845,18,18
"397","NP_036620","19",14.9578094985461,18,18
"398","NP_036620","20",15.0032375848734,18,18
"399","NP_036620","21",16.1434569996943,18,18
"400","NP_036620","22",11.697355351255,18,18
"401","NP_036620","23",13.0880446922132,18,18
"402","NP_036620","24",13.7625949749233,18,18
"403","NP_036620","25",12.2646320299158,18,18
"404","NP_036620","26",13.1574267598417,18,18
"405","NP_036620","27",14.0369849713226,18,18
"406","NP_036620","28",13.7731448179318,18,18
"407","NP_036620","29",14.8186251273628,18,18
"408","NP_036620","30",15.4023405327419,18,18
"409","NP_036620","31",13.3114784697849,18,18
"410","NP_036620","32",14.4351785753124,18,18
"411","NP_036620","33",15.2620514684513,18,18
"412","NP_036620","34",13.5259220865287,18,18
"413","NP_036620","35",14.0172866171962,18,18
"414","NP_036620","36",14.4617778156389,18,18
"415","NP_036620","37",13.6138994659505,18,18
"416","NP_036620","38",13.8341930721249,18,18
"417","NP_036620","39",15.140095409102,18,18
"418","NP_036620","40",13.2666168142125,18,18
"419","NP_036620","41",14.0169933454961,18,18
"420","NP_036620","42",15.2418821429299,18,18
"421","NP_036629","1",12.3585711396337,6,6
"422","NP_036629","2",13.3930971430655,6,6
"423","NP_036629","3",14.5050430081808,6,6
"424","NP_036629","4",10.9275515567889,6,6
"425","NP_036629","5",12.4446046969134,6,6
"426","NP_036629","6",10.3391611930551,6,6
"427","NP_036629","7",12.432051255939,6,6
"428","NP_036629","8",12.1034236130613,6,6
"429","NP_036629","9",13.9454271080318,6,6
"430","NP_036629","10",12.5015037503432,6,6
"431","NP_036629","11",13.2121439804686,6,6
"432","NP_036629","12",13.9337821758198,6,6
"433","NP_036629","13",12.5320733711171,6,6
"434","NP_036629","14",12.9833576877151,6,6
"435","NP_036629","15",14.0416727018731,6,6
"436","NP_036629","16",12.1271774562709,6,6
"437","NP_036629","17",12.9887099795209,6,6
"438","NP_036629","18",13.6006182328538,6,6
"439","NP_036629","19",12.7580793439508,6,6
"440","NP_036629","20",12.9812676413687,6,6
"441","NP_036629","21",14.1396813023602,6,6
"442","NP_036629","22",11.5766759067969,6,6
"443","NP_036629","23",12.1245792384534,6,6
"444","NP_036629","24",13.1754632815564,6,6
"445","NP_036629","25",11.0863628497434,6,6
"446","NP_036629","26",12.1001601681059,6,6
"447","NP_036629","27",12.3396050793961,6,6
"448","NP_036629","28",13.5279729315546,6,6
"449","NP_036629","29",14.5228965221387,6,6
"450","NP_036629","30",14.985534784423,6,6
"451","NP_036629","31",13.3812696969657,6,6
"452","NP_036629","32",13.3536983426304,6,6
"453","NP_036629","33",14.8897743813295,6,6
"454","NP_036629","34",12.9872371373315,6,6
"455","NP_036629","35",13.3445724723937,6,6
"456","NP_036629","36",13.9429232709888,6,6
"457","NP_036629","37",12.8254575843671,6,6
"458","NP_036629","38",12.8995623849682,6,6
"459","NP_036629","39",14.0072094369218,6,6
"460","NP_036629","40",13.0542790340618,6,6
"461","NP_036629","41",13.5475118705059,6,6
"462","NP_036629","42",12.1045973032198,6,6
"463","NP_036664","1",17.4966768569108,23,23
"464","NP_036664","2",18.77842209097,23,23
"465","NP_036664","3",19.8482031535392,23,23
"466","NP_036664","4",16.6369472670702,23,23
"467","NP_036664","5",17.7078706367741,23,23
"468","NP_036664","6",18.5647207707031,23,23
"469","NP_036664","7",17.32607051468,23,23
"470","NP_036664","8",18.0318954012698,23,23
"471","NP_036664","9",18.9933717215045,23,23
"472","NP_036664","10",17.9106699793027,23,23
"473","NP_036664","11",18.362806998256,23,23
"474","NP_036664","12",19.3232673994897,23,23
"475","NP_036664","13",17.5216663541804,23,23
"476","NP_036664","14",18.0712509647605,23,23
"477","NP_036664","15",18.9223222926271,23,23
"478","NP_036664","16",17.0986420633806,23,23
"479","NP_036664","17",17.8895845991246,23,23
"480","NP_036664","18",18.7464216074429,23,23
"481","NP_036664","19",18.0445321112501,23,23
"482","NP_036664","20",18.0686673037981,23,23
"483","NP_036664","21",19.2427490109754,23,23
"484","NP_036664","22",16.0453159136653,23,23
"485","NP_036664","23",17.2011336344379,23,23
"486","NP_036664","24",17.9752368188425,23,23
"487","NP_036664","25",15.2239905891901,23,23
"488","NP_036664","26",16.270673816959,23,23
"489","NP_036664","27",17.1135234382132,23,23
"490","NP_036664","28",17.7485777207872,23,23
"491","NP_036664","29",18.815784159209,23,23
"492","NP_036664","30",19.3279369423468,23,23
"493","NP_036664","31",17.4397247871945,23,23
"494","NP_036664","32",18.2995305227639,23,23
"495","NP_036664","33",19.282205339215,23,23
"496","NP_036664","34",17.4226794772619,23,23
"497","NP_036664","35",17.9918703789734,23,23
"498","NP_036664","36",18.396456413587,23,23
"499","NP_036664","37",17.3418561019101,23,23
"500","NP_036664","38",17.8070359736193,23,23
"501","NP_036664","39",18.9500807895883,23,23
"502","NP_036664","40",17.6008255999666,23,23
"503","NP_036664","41",18.2377835393303,23,23
"504","NP_036664","42",19.3308809717922,23,23
"505","NP_036691","1",17.9871334693927,5,5
"506","NP_036691","2",18.9562095107428,5,5
"507","NP_036691","3",20.4168799743318,5,5
"508","NP_036691","4",17.2938516555715,5,5
"509","NP_036691","5",18.1605858005963,5,5
"510","NP_036691","6",19.1663514636992,5,5
"511","NP_036691","7",18.0491143610913,5,5
"512","NP_036691","8",18.733687341805,5,5
"513","NP_036691","9",19.912455110459,5,5
"514","NP_036691","10",18.5128021654629,5,5
"515","NP_036691","11",18.8561733332817,5,5
"516","NP_036691","12",19.9468401705914,5,5
"517","NP_036691","13",18.3067407102364,5,5
"518","NP_036691","14",18.7686901290085,5,5
"519","NP_036691","15",19.8742149355763,5,5
"520","NP_036691","16",17.9601262286006,5,5
"521","NP_036691","17",18.5775046075279,5,5
"522","NP_036691","18",19.4795702836782,5,5
"523","NP_036691","19",18.5678012810903,5,5
"524","NP_036691","20",18.3899842193267,5,5
"525","NP_036691","21",19.7886466858748,5,5
"526","NP_036691","22",17.2020465751025,5,5
"527","NP_036691","23",17.9476080017891,5,5
"528","NP_036691","24",19.0428031453057,5,5
"529","NP_036691","25",16.7753828546765,5,5
"530","NP_036691","26",17.6767855002579,5,5
"531","NP_036691","27",18.6616960293001,5,5
"532","NP_036691","28",18.4261548117664,5,5
"533","NP_036691","29",19.6961885380627,5,5
"534","NP_036691","30",20.4153911298221,5,5
"535","NP_036691","31",18.2314578072522,5,5
"536","NP_036691","32",19.0799682812353,5,5
"537","NP_036691","33",20.4000646137051,5,5
"538","NP_036691","34",18.3311729385902,5,5
"539","NP_036691","35",18.885864460191,5,5
"540","NP_036691","36",19.5586092629745,5,5
"541","NP_036691","37",18.2494408890904,5,5
"542","NP_036691","38",18.8335976926701,5,5
"543","NP_036691","39",20.1805138035013,5,5
"544","NP_036691","40",18.5179396485303,5,5
"545","NP_036691","41",19.1318053390238,5,5
"546","NP_036691","42",20.4245878326171,5,5
"547","NP_036714","1",10.3300962402819,10,10
"548","NP_036714","2",12.2378874752075,10,10
"549","NP_036714","3",13.9281547670132,10,10
"550","NP_036714","4",11.3203294375806,10,10
"551","NP_036714","5",12.3194561335571,10,10
"552","NP_036714","6",13.5336720306497,10,10
"553","NP_036714","7",12.5269185734303,10,10
"554","NP_036714","8",13.020742255055,10,10
"555","NP_036714","9",14.0363159689449,10,10
"556","NP_036714","10",12.9187448352124,10,10
"557","NP_036714","11",13.788450289626,10,10
"558","NP_036714","12",14.470149210085,10,10
"559","NP_036714","13",13.1407314328768,10,10
"560","NP_036714","14",13.8351046503871,10,10
"561","NP_036714","15",14.7341439913334,10,10
"562","NP_036714","16",11.8841493863312,10,10
"563","NP_036714","17",12.8411298347899,10,10
"564","NP_036714","18",13.5008343192436,10,10
"565","NP_036714","19",13.7714577201237,10,10
"566","NP_036714","20",14.0053897076433,10,10
"567","NP_036714","21",15.2371850198124,10,10
"568","NP_036714","22",16.9066023761922,10,10
"569","NP_036714","23",17.8574866701308,10,10
"570","NP_036714","24",18.8133278388804,10,10
"571","NP_036714","25",16.3398536518697,10,10
"572","NP_036714","26",17.2917703928899,10,10
"573","NP_036714","27",18.3100241102981,10,10
"574","NP_036714","28",18.6093296036765,10,10
"575","NP_036714","29",19.6922994187398,10,10
"576","NP_036714","30",20.2557305546491,10,10
"577","NP_036714","31",18.2919817861005,10,10
"578","NP_036714","32",19.1639369527969,10,10
"579","NP_036714","33",20.293885215615,10,10
"580","NP_036714","34",18.2389041643385,10,10
"581","NP_036714","35",18.8245787637734,10,10
"582","NP_036714","36",19.2984261510525,10,10
"583","NP_036714","37",17.9479904736952,10,10
"584","NP_036714","38",18.4222335500669,10,10
"585","NP_036714","39",19.6378007305359,10,10
"586","NP_036714","40",18.1047046341785,10,10
"587","NP_036714","41",18.5966583225728,10,10
"588","NP_036714","42",19.8684723545216,10,10
"589","NP_036745","1",14.6656187003243,12,12
"590","NP_036745","2",15.9108293599725,12,12
"591","NP_036745","3",17.171811518779,12,12
